subject,block,trial,mu1,mu2,choice,reward,RT,state,V_t,posterior_std_0,posterior_std_1,poster_mean_0,poster_mean_1,TU,RU
1,9,2,9,-4,0,8,407,81,2.6666666666666665,3.333333333333334,5.0,2.6666666666666665,0.0,2.886751345948129,-0.410326119149236
1,9,3,9,-4,0,8,510,82,4.0,2.5000000000000004,5.0,4.0,0.0,2.7386127875258306,-0.6549291474156
1,9,4,9,-4,1,-4,320,83,4.8,2.0,5.0,4.8,0.0,2.6457513110645907,-0.8218544151266947
1,9,5,9,-4,0,7,351,84,6.133333333333333,2.0,3.333333333333334,4.8,-1.3333333333333333,2.3094010767585034,-0.41152829597745866
1,9,6,9,-4,0,11,352,85,6.499999999999999,1.6666666666666667,3.333333333333334,5.166666666666666,-1.3333333333333333,2.23606797749979,-0.5347474096147482
1,9,7,9,-4,0,6,376,86,7.333333333333333,1.4285714285714286,3.333333333333334,6.0,-1.3333333333333333,2.182178902359924,-0.6305132490161602
1,9,8,9,-4,0,8,535,87,7.333333333333333,1.25,3.333333333333334,6.0,-1.3333333333333333,2.1408720964441885,-0.7077078696006589
1,9,9,9,-4,0,9,423,88,7.555555555555555,1.1111111111111112,3.333333333333334,6.222222222222222,-1.3333333333333333,2.1081851067789197,-0.771649304961094
1,9,10,9,-4,0,10,615,89,7.833333333333333,1.0,3.333333333333334,6.5,-1.3333333333333333,2.081665999466133,-0.8257418583505538
1,10,1,-8,-8,0,-9,961,90,0.0,5.0,5.0,0.0,0.0,3.1622776601683795,0.0
1,10,2,-8,-8,1,-10,423,91,-3.0,3.333333333333334,5.0,-3.0,0.0,2.886751345948129,-0.410326119149236
1,10,3,-8,-8,0,-8,382,92,0.33333333333333304,3.333333333333334,3.333333333333334,-3.0,-3.333333333333333,2.5819888974716116,0.0
1,10,4,-8,-8,0,-9,318,93,-0.916666666666667,2.5000000000000004,3.333333333333334,-4.25,-3.333333333333333,2.41522945769824,-0.24460302826636404
1,10,5,-8,-8,0,-9,367,94,-1.8666666666666671,2.0,3.333333333333334,-5.2,-3.333333333333333,2.3094010767585034,-0.41152829597745866
1,10,6,-8,-8,0,-8,511,95,-2.500000000000001,1.6666666666666667,3.333333333333334,-5.833333333333334,-3.333333333333333,2.23606797749979,-0.5347474096147482
1,10,7,-8,-8,0,-9,383,96,-2.80952380952381,1.4285714285714286,3.333333333333334,-6.142857142857143,-3.333333333333333,2.182178902359924,-0.6305132490161602
1,10,8,-8,-8,0,-9,359,97,-3.166666666666667,1.25,3.333333333333334,-6.5,-3.333333333333333,2.1408720964441885,-0.7077078696006589
1,10,9,-8,-8,0,-9,342,98,-3.4444444444444446,1.1111111111111112,3.333333333333334,-6.777777777777778,-3.333333333333333,2.1081851067789197,-0.771649304961094
1,10,10,-8,-8,0,-7,366,99,-3.666666666666667,1.0,3.333333333333334,-7.0,-3.333333333333333,2.081665999466133,-0.8257418583505538
1,11,1,11,16,0,10,554,100,0.0,5.0,5.0,0.0,0.0,3.1622776601683795,0.0
1,11,2,11,16,0,10,397,101,3.333333333333333,3.333333333333334,5.0,3.333333333333333,0.0,2.886751345948129,-0.410326119149236
1,11,3,11,16,0,12,359,102,5.0,2.5000000000000004,5.0,5.0,0.0,2.7386127875258306,-0.6549291474156
1,11,4,11,16,0,11,377,103,6.4,2.0,5.0,6.4,0.0,2.6457513110645907,-0.8218544151266947
1,11,5,11,16,1,17,359,104,7.166666666666667,1.6666666666666667,5.0,7.166666666666667,0.0,2.581988897471611,-0.9450735287639842
1,11,6,11,16,1,16,406,105,1.5000000000000009,1.6666666666666667,3.333333333333334,7.166666666666667,5.666666666666666,2.23606797749979,-0.5347474096147482
1,11,7,11,16,1,18,310,106,-1.083333333333333,1.6666666666666667,2.5000000000000004,7.166666666666667,8.25,2.041241452319315,-0.29014438134838416
1,11,8,11,16,1,16,367,107,-3.033333333333334,1.6666666666666667,2.0,7.166666666666667,10.200000000000001,1.9148542155126762,-0.12321911363728955
1,11,9,11,16,1,17,352,108,-4.000000000000001,1.6666666666666667,1.6666666666666667,7.166666666666667,11.166666666666668,1.8257418583505538,0.0
1,11,10,11,16,1,16,336,109,-4.833333333333335,1.6666666666666667,1.4285714285714286,7.166666666666667,12.000000000000002,1.7593288763724921,0.09576583940141203
1,12,1,-11,4,1,5,734,110,0.0,5.0,5.0,0.0,0.0,3.1622776601683795,0.0
1,12,2,-11,4,0,-12,343,111,-1.6666666666666665,5.0,3.333333333333334,0.0,1.6666666666666665,2.886751345948129,0.410326119149236
1,12,3,-11,4,1,4,343,112,-5.666666666666666,3.333333333333334,3.333333333333334,-4.0,1.6666666666666665,2.5819888974716116,0.0
1,12,4,-11,4,1,4,383,113,-6.25,3.333333333333334,2.5000000000000004,-4.0,2.25,2.41522945769824,0.24460302826636404
1,12,5,-11,4,1,3,375,114,-6.6,3.333333333333334,2.0,-4.0,2.6,2.3094010767585034,0.41152829597745866
1,12,6,-11,4,1,5,358,115,-6.666666666666667,3.333333333333334,1.6666666666666667,-4.0,2.666666666666667,2.23606797749979,0.5347474096147482
1,12,7,-11,4,1,4,359,116,-7.0,3.333333333333334,1.4285714285714286,-4.0,3.0000000000000004,2.182178902359924,0.6305132490161602
1,12,8,-11,4,1,5,351,117,-7.125,3.333333333333334,1.25,-4.0,3.1250000000000004,2.1408720964441885,0.7077078696006589
1,12,9,-11,4,1,4,352,118,-7.333333333333334,3.333333333333334,1.1111111111111112,-4.0,3.333333333333334,2.1081851067789197,0.771649304961094
1,12,10,-11,4,1,3,355,119,-7.4,3.333333333333334,1.0,-4.0,3.4000000000000004,2.081665999466133,0.8257418583505538
1,13,1,-3,4,1,5,544,120,0.0,5.0,5.0,0.0,0.0,3.1622776601683795,0.0
1,13,2,-3,4,0,-2,342,121,-1.6666666666666665,5.0,3.333333333333334,0.0,1.6666666666666665,2.886751345948129,0.410326119149236
1,13,3,-3,4,1,3,327,122,-2.333333333333333,3.333333333333334,3.333333333333334,-0.6666666666666666,1.6666666666666665,2.5819888974716116,0.0
1,13,4,-3,4,1,5,351,123,-2.6666666666666665,3.333333333333334,2.5000000000000004,-0.6666666666666666,2.0,2.41522945769824,0.24460302826636404
1,13,5,-3,4,1,2,383,124,-3.2666666666666666,3.333333333333334,2.0,-0.6666666666666666,2.6,2.3094010767585034,0.41152829597745866
1,13,6,-3,4,1,5,383,125,-3.1666666666666665,3.333333333333334,1.6666666666666667,-0.6666666666666666,2.5,2.23606797749979,0.5347474096147482
1,13,7,-3,4,1,4,406,126,-3.5238095238095237,3.333333333333334,1.4285714285714286,-0.6666666666666666,2.857142857142857,2.182178902359924,0.6305132490161602
1,13,8,-3,4,1,3,335,127,-3.6666666666666665,3.333333333333334,1.25,-0.6666666666666666,3.0,2.1408720964441885,0.7077078696006589
1,13,9,-3,4,1,4,367,128,-3.6666666666666665,3.333333333333334,1.1111111111111112,-0.6666666666666666,3.0,2.1081851067789197,0.771649304961094
1,13,10,-3,4,1,4,367,129,-3.7666666666666666,3.333333333333334,1.0,-0.6666666666666666,3.1,2.081665999466133,0.8257418583505538
1,14,1,-6,-6,1,-5,543,130,0.0,5.0,5.0,0.0,0.0,3.1622776601683795,0.0
1,14,2,-6,-6,0,-6,344,131,1.6666666666666665,5.0,3.333333333333334,0.0,-1.6666666666666665,2.886751345948129,0.410326119149236
1,14,3,-6,-6,1,-5,375,132,-0.3333333333333335,3.333333333333334,3.333333333333334,-2.0,-1.6666666666666665,2.5819888974716116,0.0
1,14,4,-6,-6,0,-7,356,133,0.5,3.333333333333334,2.5000000000000004,-2.0,-2.5,2.41522945769824,0.24460302826636404
1,14,5,-6,-6,0,-6,374,134,-0.75,2.5000000000000004,2.5000000000000004,-3.25,-2.5,2.23606797749979,0.0
1,14,6,-6,-6,0,-4,374,135,-1.3000000000000003,2.0,2.5000000000000004,-3.8000000000000003,-2.5,2.1213203435596424,-0.16692526771109462
1,14,7,-6,-6,1,-7,503,136,-1.3333333333333335,1.6666666666666667,2.5000000000000004,-3.8333333333333335,-2.5,2.041241452319315,-0.29014438134838416
1,14,8,-6,-6,0,-6,431,137,-0.4333333333333331,1.6666666666666667,2.0,-3.8333333333333335,-3.4000000000000004,1.9148542155126762,-0.12321911363728955
1,14,9,-6,-6,0,-7,383,138,-0.7428571428571429,1.4285714285714286,2.0,-4.142857142857143,-3.4000000000000004,1.851640199545103,-0.21898495303870158
1,14,10,-6,-6,0,-7,367,139,-1.0999999999999996,1.25,2.0,-4.5,-3.4000000000000004,1.8027756377319946,-0.29617957362320024
1,15,1,-16,-9,0,-19,743,140,0.0,5.0,5.0,0.0,0.0,3.1622776601683795,0.0
1,15,2,-16,-9,1,-9,327,141,-6.333333333333333,3.333333333333334,5.0,-6.333333333333333,0.0,2.886751345948129,-0.410326119149236
1,15,3,-16,-9,1,-8,325,142,-3.333333333333333,3.333333333333334,3.333333333333334,-6.333333333333333,-3.0,2.5819888974716116,0.0
1,15,4,-16,-9,1,-8,334,143,-2.083333333333333,3.333333333333334,2.5000000000000004,-6.333333333333333,-4.25,2.41522945769824,0.24460302826636404
1,15,5,-16,-9,1,-8,319,144,-1.333333333333333,3.333333333333334,2.0,-6.333333333333333,-5.0,2.3094010767585034,0.41152829597745866
1,15,6,-16,-9,1,-10,488,145,-0.833333333333333,3.333333333333334,1.6666666666666667,-6.333333333333333,-5.5,2.23606797749979,0.5347474096147482
1,15,7,-16,-9,0,-16,688,146,-0.1904761904761898,3.333333333333334,1.4285714285714286,-6.333333333333333,-6.142857142857143,2.182178902359924,0.6305132490161602
1,15,8,-16,-9,1,-9,335,147,-2.6071428571428568,2.5000000000000004,1.4285714285714286,-8.75,-6.142857142857143,1.9820624179302297,0.3859102207497962
1,15,9,-16,-9,1,-9,358,148,-2.25,2.5000000000000004,1.25,-8.75,-6.5,1.9364916731037085,0.46310484133429486
1,15,10,-16,-9,1,-8,904,149,-1.9722222222222223,2.5000000000000004,1.1111111111111112,-8.75,-6.777777777777778,1.90029237516523,0.5270462766947299
1,16,1,-7,8,1,9,454,150,0.0,5.0,5.0,0.0,0.0,3.1622776601683795,0.0
1,16,2,-7,8,0,-8,390,151,-3.0,5.0,3.333333333333334,0.0,3.0,2.886751345948129,0.410326119149236
1,16,3,-7,8,1,8,319,152,-5.666666666666666,3.333333333333334,3.333333333333334,-2.6666666666666665,3.0,2.5819888974716116,0.0
1,16,4,-7,8,1,10,351,153,-6.916666666666666,3.333333333333334,2.5000000000000004,-2.6666666666666665,4.25,2.41522945769824,0.24460302826636404
1,16,5,-7,8,1,9,359,154,-8.066666666666666,3.333333333333334,2.0,-2.6666666666666665,5.4,2.3094010767585034,0.41152829597745866
1,16,6,-7,8,1,9,320,155,-8.666666666666666,3.333333333333334,1.6666666666666667,-2.6666666666666665,6.0,2.23606797749979,0.5347474096147482
1,16,7,-7,8,1,9,369,156,-9.095238095238095,3.333333333333334,1.4285714285714286,-2.6666666666666665,6.428571428571429,2.182178902359924,0.6305132490161602
1,16,8,-7,8,1,8,382,157,-9.416666666666666,3.333333333333334,1.25,-2.6666666666666665,6.75,2.1408720964441885,0.7077078696006589
1,16,9,-7,8,1,7,383,158,-9.555555555555555,3.333333333333334,1.1111111111111112,-2.6666666666666665,6.888888888888889,2.1081851067789197,0.771649304961094
1,16,10,-7,8,1,7,423,159,-9.566666666666666,3.333333333333334,1.0,-2.6666666666666665,6.9,2.081665999466133,0.8257418583505538
1,17,1,15,2,1,2,520,160,0.0,5.0,5.0,0.0,0.0,3.1622776601683795,0.0
1,17,2,15,2,0,16,334,161,-0.6666666666666666,5.0,3.333333333333334,0.0,0.6666666666666666,2.886751345948129,0.410326119149236
1,17,3,15,2,0,15,343,162,4.666666666666666,3.333333333333334,3.333333333333334,5.333333333333333,0.6666666666666666,2.5819888974716116,0.0
1,17,4,15,2,0,15,335,163,7.083333333333333,2.5000000000000004,3.333333333333334,7.75,0.6666666666666666,2.41522945769824,-0.24460302826636404
1,17,5,15,2,0,16,344,164,8.533333333333333,2.0,3.333333333333334,9.2,0.6666666666666666,2.3094010767585034,-0.41152829597745866
1,17,6,15,2,0,16,335,165,9.666666666666666,1.6666666666666667,3.333333333333334,10.333333333333332,0.6666666666666666,2.23606797749979,-0.5347474096147482
1,17,7,15,2,0,14,352,166,10.476190476190476,1.4285714285714286,3.333333333333334,11.142857142857142,0.6666666666666666,2.182178902359924,-0.6305132490161602
1,17,8,15,2,0,15,383,167,10.833333333333334,1.25,3.333333333333334,11.5,0.6666666666666666,2.1408720964441885,-0.7077078696006589
1,17,9,15,2,0,15,343,168,11.222222222222223,1.1111111111111112,3.333333333333334,11.88888888888889,0.6666666666666666,2.1081851067789197,-0.771649304961094
1,17,10,15,2,0,14,327,169,11.533333333333335,1.0,3.333333333333334,12.200000000000001,0.6666666666666666,2.081665999466133,-0.8257418583505538
1,18,1,-6,-4,1,-3,491,170,0.0,5.0,5.0,0.0,0.0,3.1622776601683795,0.0
1,18,2,-6,-4,0,-5,512,171,1.0,5.0,3.333333333333334,0.0,-1.0,2.886751345948129,0.410326119149236
1,18,3,-6,-4,0,-6,399,172,-0.6666666666666665,3.333333333333334,3.333333333333334,-1.6666666666666665,-1.0,2.5819888974716116,0.0
1,18,4,-6,-4,1,-6,327,173,-1.75,2.5000000000000004,3.333333333333334,-2.75,-1.0,2.41522945769824,-0.24460302826636404
1,18,5,-6,-4,0,-7,406,174,-0.5,2.5000000000000004,2.5000000000000004,-2.75,-2.25,2.23606797749979,0.0
1,18,6,-6,-4,1,-2,328,175,-1.35,2.0,2.5000000000000004,-3.6,-2.25,2.1213203435596424,-0.16692526771109462
1,18,7,-6,-4,0,-6,343,176,-1.4,2.0,2.0,-3.6,-2.2,2.0,0.0
1,18,8,-6,-4,1,-4,344,177,-1.7999999999999998,1.6666666666666667,2.0,-4.0,-2.2,1.9148542155126762,-0.12321911363728955
1,18,9,-6,-4,0,-6,377,178,-1.5,1.6666666666666667,1.6666666666666667,-4.0,-2.5,1.8257418583505538,0.0
1,18,10,-6,-4,1,-2,327,179,-1.7857142857142856,1.4285714285714286,1.6666666666666667,-4.285714285714286,-2.5,1.7593288763724921,-0.09576583940141203
1,19,1,2,18,1,18,484,180,0.0,5.0,5.0,0.0,0.0,3.1622776601683795,0.0
1,19,2,2,18,0,1,359,181,-6.0,5.0,3.333333333333334,0.0,6.0,2.886751345948129,0.410326119149236
1,19,3,2,18,1,18,343,182,-5.666666666666667,3.333333333333334,3.333333333333334,0.3333333333333333,6.0,2.5819888974716116,0.0
1,19,4,2,18,1,18,311,183,-8.666666666666666,3.333333333333334,2.5000000000000004,0.3333333333333333,9.0,2.41522945769824,0.24460302826636404
1,19,5,2,18,1,17,343,184,-10.466666666666667,3.333333333333334,2.0,0.3333333333333333,10.8,2.3094010767585034,0.41152829597745866
1,19,6,2,18,1,18,351,185,-11.5,3.333333333333334,1.6666666666666667,0.3333333333333333,11.833333333333334,2.23606797749979,0.5347474096147482
1,19,7,2,18,1,18,359,186,-12.380952380952381,3.333333333333334,1.4285714285714286,0.3333333333333333,12.714285714285715,2.182178902359924,0.6305132490161602
1,19,8,2,18,1,18,351,187,-13.041666666666666,3.333333333333334,1.25,0.3333333333333333,13.375,2.1408720964441885,0.7077078696006589
1,19,9,2,18,1,18,367,188,-13.555555555555555,3.333333333333334,1.1111111111111112,0.3333333333333333,13.88888888888889,2.1081851067789197,0.771649304961094
1,19,10,2,18,1,19,360,189,-13.966666666666667,3.333333333333334,1.0,0.3333333333333333,14.3,2.081665999466133,0.8257418583505538
1,20,1,3,3,1,4,553,190,0.0,5.0,5.0,0.0,0.0,3.1622776601683795,0.0
1,20,2,3,3,0,1,487,191,-1.3333333333333333,5.0,3.333333333333334,0.0,1.3333333333333333,2.886751345948129,0.410326119149236
1,20,3,3,3,1,3,375,192,-1.0,3.333333333333334,3.333333333333334,0.3333333333333333,1.3333333333333333,2.5819888974716116,0.0
