Participant,Block,Trial,State,Action,Reward,V_t,posterior_std_0,posterior_std_1,poster_mean_0,poster_mean_1,TU,RU,P_a0_thompson
0,13,3,133,0,4.984716236482803,-0.052893033010789514,5.0,2.0,0.0,0.052893033010789514,2.6457513110645907,0.8218544151266947,0.492025001888618
0,13,4,134,0,4.37688996419651,1.6086790458168114,3.333333333333334,2.0,1.661572078827601,0.052893033010789514,2.3094010767585034,0.41152829597745866,0.7569666801154946
0,13,5,135,0,2.4603276204626554,2.287508517159039,2.5000000000000004,2.0,2.3404015501698283,0.052893033010789514,2.1213203435596424,0.16692526771109462,0.8595593878220009
0,13,6,136,0,-1.2722515867874231,2.3114937312176043,2.0,2.0,2.3643867642283936,0.052893033010789514,2.0,0.0,0.8761076437676496
0,13,7,137,0,-2.288180205456481,1.7053873393816346,1.6666666666666667,2.0,1.758280372392424,0.052893033010789514,1.9148542155126762,-0.12321911363728955,0.8134306473024948
0,13,8,138,1,2.8092622038671804,1.1273215425460767,1.4285714285714286,2.0,1.1802145755568663,0.052893033010789514,1.851640199545103,-0.21898495303870158,0.7286791884898405
0,13,9,139,0,-0.24048870983408036,0.6679266807366784,1.4285714285714286,1.6666666666666667,1.1802145755568663,0.5122878948201879,1.7593288763724921,-0.09576583940141203,0.6478968467171076
0,14,0,140,0,-17.096106762959487,0.0,5.0,5.0,0.0,0.0,3.1622776601683795,0.0,0.5
0,14,1,141,1,9.441363463195108,-5.698702254319828,3.333333333333334,5.0,-5.698702254319828,0.0,2.886751345948129,-0.410326119149236,0.02418584785644827
0,14,2,142,1,10.600345672790253,-8.845823408718196,3.333333333333334,3.333333333333334,-5.698702254319828,3.147121154398369,2.5819888974716116,0.0,0.0003063010043228075
0,14,3,143,1,13.27257955288522,-10.70912953831617,3.333333333333334,2.5000000000000004,-5.698702254319828,5.01042728399634,2.41522945769824,0.24460302826636404,4.6250124205145364e-06
0,14,4,144,1,6.606478696634639,-12.361559992093945,3.333333333333334,2.0,-5.698702254319828,6.662857737774116,2.3094010767585034,0.41152829597745866,4.332273043876097e-08
0,14,5,145,1,11.6756212725771,-12.352163485237366,3.333333333333334,1.6666666666666667,-5.698702254319828,6.653461230917537,2.23606797749979,0.5347474096147482,1.6563142539023137e-08
0,14,6,146,1,21.339279333825147,-13.06961491976016,3.333333333333334,1.4285714285714286,-5.698702254319828,7.370912665440332,2.182178902359924,0.6305132490161602,1.054054737403432e-09
0,14,7,147,1,6.464834917902969,-14.815660753308261,3.333333333333334,1.25,-5.698702254319828,9.116958498988433,2.1408720964441885,0.7077078696006589,2.2520772260458308e-12
0,14,8,148,1,16.120360462504205,-14.520980355409877,3.333333333333334,1.1111111111111112,-5.698702254319828,8.822278101090049,2.1081851067789197,0.771649304961094,2.8309846998689084e-12
0,14,9,149,1,13.589958492331522,-15.250788591551293,3.333333333333334,1.0,-5.698702254319828,9.552086337231465,2.081665999466133,0.8257418583505538,1.1834822573528456e-13
0,15,0,150,0,0.24590022858494406,0.0,5.0,5.0,0.0,0.0,3.1622776601683795,0.0,0.5
0,15,1,151,0,-6.632460426366867,0.08196674286164801,3.333333333333334,5.0,0.08196674286164801,0.0,2.886751345948129,-0.410326119149236,0.5113260901261606
0,15,2,152,1,-3.1917864571857284,-1.5966400494454813,2.5000000000000004,5.0,-1.5966400494454813,0.0,2.7386127875258306,-0.6549291474156,0.27994311112510173
0,15,3,153,1,-6.136313873222699,-0.5327112303835719,2.5000000000000004,3.333333333333334,-1.5966400494454813,-1.0639288190619094,2.41522945769824,-0.24460302826636404,0.41271619936404813
0,15,4,154,1,-6.285283738739666,0.7353850331566258,2.5000000000000004,2.5000000000000004,-1.5966400494454813,-2.332025082602107,2.23606797749979,0.0,0.6288746062496748
0,15,5,155,0,-10.060328315162389,1.5260367643841377,2.5000000000000004,2.0,-1.5966400494454813,-3.122676813829619,2.1213203435596424,0.16692526771109462,0.7640467857604676
0,15,6,156,0,-7.9636328212676055,-0.16670088875924405,2.0,2.0,-3.289377702588863,-3.122676813829619,2.0,0.0,0.4667864454937984
0,15,7,157,0,-2.8096193560041027,-0.9457434085390339,1.6666666666666667,2.0,-4.068420222368653,-3.122676813829619,1.9148542155126762,-0.12321911363728955,0.31068897186674316
0,15,8,158,1,-6.259281005405092,-0.765914713344098,1.4285714285714286,2.0,-3.888591527173717,-3.122676813829619,1.851640199545103,-0.21898495303870158,0.33956843997216013
0,15,9,159,0,-2.426769949081988,-0.24314734808151917,1.4285714285714286,1.6666666666666667,-3.888591527173717,-3.645444179092198,1.7593288763724921,-0.09576583940141203,0.44503935885592405
0,16,0,160,0,-2.500768016752362,0.0,5.0,5.0,0.0,0.0,3.1622776601683795,0.0,0.5
0,16,1,161,1,-8.200075144545906,-0.833589338917454,3.333333333333334,5.0,-0.833589338917454,0.0,2.886751345948129,-0.410326119149236,0.3863810612554341
0,16,2,162,0,3.6654392764791757,1.899769042597848,3.333333333333334,3.333333333333334,-0.833589338917454,-2.733358381515302,2.5819888974716116,0.0,0.7690669072959275
0,16,3,163,0,1.6452674556117275,3.0245261964470056,2.5000000000000004,3.333333333333334,0.29116781493170363,-2.733358381515302,2.41522945769824,-0.24460302826636404,0.8947647647686352
0,16,4,164,0,-2.848203020568802,3.2953461245830105,2.0,3.333333333333334,0.5619877430677085,-2.733358381515302,2.3094010767585034,-0.41152829597745866,0.923199492265149
0,16,5,165,0,4.288424549300981,2.7269809973102586,1.6666666666666667,3.333333333333334,-0.006377384205043191,-2.733358381515302,2.23606797749979,-0.5347474096147482,0.888680912755005
0,16,6,166,0,1.0852520264224477,3.3405241306682623,1.4285714285714286,3.333333333333334,0.6071657491529603,-2.733358381515302,2.182178902359924,-0.6305132490161602,0.9370931153439933
0,16,7,167,0,-4.771967904419874,3.400284915326948,1.25,3.333333333333334,0.6669265338116462,-2.733358381515302,2.1408720964441885,-0.7077078696006589,0.9438874559785582
0,16,8,168,0,-8.681440625207172,2.7959633110790016,1.1111111111111112,3.333333333333334,0.06260492956369956,-2.733358381515302,2.1081851067789197,-0.771649304961094,0.907620198993895
0,16,9,169,1,-10.439469020012634,1.9215587556019145,1.0,3.333333333333334,-0.8117996259133876,-2.733358381515302,2.081665999466133,-0.8257418583505538,0.822019057260992
