Participant,Block,Trial,State,Action,Reward,V_t,posterior_std_0,posterior_std_1,poster_mean_0,poster_mean_1,TU,RU,P_a0_ucb
9,16,7,1967,0,12.658087039917465,20.507456282234426,1.25,3.333333333333334,12.828020648976995,-7.679435633257431,2.1408720964441885,-0.7077078696006589,1.0
9,16,8,1968,0,15.8610924294074,20.4885747701167,1.1111111111111112,3.333333333333334,12.809139136859269,-7.679435633257431,2.1081851067789197,-0.771649304961094,1.0
9,16,9,1969,0,21.885751678621947,20.793770099371514,1.0,3.333333333333334,13.114334466114082,-7.679435633257431,2.081665999466133,-0.8257418583505538,1.0
9,17,0,1970,0,-10.891743503241822,0.0,5.0,5.0,0.0,0.0,3.1622776601683795,0.0,0.5
9,17,1,1971,1,11.648289480109863,-3.6305811677472737,3.333333333333334,5.0,-3.6305811677472737,0.0,2.886751345948129,-0.410326119149236,6.549819584507461e-289
9,17,2,1972,1,12.70486914005692,-7.513344327783894,3.333333333333334,3.333333333333334,-3.6305811677472737,3.882763160036621,2.5819888974716116,0.0,0.0
9,17,3,1973,1,12.52877754770673,-9.71887082278897,3.333333333333334,2.5000000000000004,-3.6305811677472737,6.088289655041696,2.41522945769824,0.24460302826636404,0.0
9,17,4,1974,1,13.328744744226885,-11.006968401321977,3.333333333333334,2.0,-3.6305811677472737,7.376387233574703,2.3094010767585034,0.41152829597745866,0.0
9,17,5,1975,1,12.739269020280364,-11.999027986430674,3.333333333333334,1.6666666666666667,-3.6305811677472737,8.3684468186834,2.23606797749979,0.5347474096147482,0.0
9,17,6,1976,1,14.16677637028347,-12.623431158087383,3.333333333333334,1.4285714285714286,-3.6305811677472737,8.99284999034011,2.182178902359924,0.6305132490161602,0.0
9,17,7,1977,1,11.624517568670948,-13.270171955580302,3.333333333333334,1.25,-3.6305811677472737,9.63959078783303,2.1408720964441885,0.7077078696006589,0.0
9,17,8,1978,1,12.851152164055952,-13.490719375673404,3.333333333333334,1.1111111111111112,-3.6305811677472737,9.86013820792613,2.1081851067789197,0.771649304961094,0.0
9,17,9,1979,1,14.136694080564878,-13.789820771286387,3.333333333333334,1.0,-3.6305811677472737,10.159239603539113,2.081665999466133,0.8257418583505538,0.0
9,18,0,1980,0,2.1037664351542764,0.0,5.0,5.0,0.0,0.0,3.1622776601683795,0.0,0.5
9,18,1,1981,0,-7.917976837022845,0.7012554783847588,3.333333333333334,5.0,0.7012554783847588,0.0,2.886751345948129,-0.410326119149236,0.9999999999988299
9,18,2,1982,1,-4.951334508227432,-1.4535526004671429,2.5000000000000004,5.0,-1.4535526004671429,0.0,2.7386127875258306,-0.6549291474156,3.607856428646266e-48
9,18,3,1983,0,-4.18391704595944,0.19689223560866775,2.5000000000000004,3.333333333333334,-1.4535526004671429,-1.6504448360758106,2.41522945769824,-0.24460302826636404,0.9755189960563864
9,18,4,1984,1,-12.3007609306269,-0.34918065348979166,2.0,3.333333333333334,-1.9996254895656023,-1.6504448360758106,2.3094010767585034,-0.41152829597745866,0.00023988280457162034
