Participant,Block,Trial,Global_Trial,Mean_Reward_Arm0,Mean_Reward_Arm1,Action,Reward,RNN_Prob_Action0,V_t,Kalman_post_mean_0,Kalman_post_mean_1,Kalman_post_variance_0,Kalman_post_variance_1,Kalman_kalman_gain_0,Kalman_kalman_gain_1,RU,TU
0,0,1,0,0.2582395208071829,5.031685642378432,0,2.8772904921838363,0.60208476,0.9590968307279454,0.9590968307279454,0.0,3.333333333333334,5.0,0.3333333333333333,0.0,-0.410326119149236,2.886751345948129
0,0,2,1,0.2582395208071829,5.031685642378432,0,0.20333900944682304,0.8857054,0.7701573754076647,0.7701573754076647,0.0,2.5000000000000004,5.0,0.25000000000000006,0.0,-0.6549291474156,2.7386127875258306
0,0,3,2,0.2582395208071829,5.031685642378432,0,-1.832071883576442,0.99885464,0.24971152361084326,0.24971152361084326,0.0,2.0,5.0,0.20000000000000004,0.0,-0.8218544151266947,2.6457513110645907
0,0,4,3,0.2582395208071829,5.031685642378432,1,9.642074454457314,0.0043883827,-2.9643132945415944,0.24971152361084326,3.2140248181524376,2.0,3.333333333333334,0.0,0.3333333333333333,-0.41152829597745866,2.3094010767585034
0,0,5,4,0.2582395208071829,5.031685642378432,1,6.46745823109761,0.4354404,-3.777671647777888,0.24971152361084326,4.027383171388731,2.0,2.5000000000000004,0.0,0.25000000000000006,-0.16692526771109462,2.1213203435596424
0,0,6,5,0.2582395208071829,5.031685642378432,1,4.505247759277328,0.00045372103,-3.8732445653556073,0.24971152361084326,4.1229560889664505,2.0,2.0,0.0,0.20000000000000004,0.0,2.0
0,0,7,6,0.2582395208071829,5.031685642378432,1,0.6657606412909535,0.00232114,-3.297045324076358,0.24971152361084326,3.546756847687201,2.0,1.6666666666666667,0.0,0.16666666666666666,0.12321911363728955,1.9148542155126762
0,0,8,7,0.2582395208071829,5.031685642378432,1,4.287128931935998,6.0715814e-07,-3.402812764683329,0.24971152361084326,3.652524288294172,2.0,1.4285714285714286,0.0,0.14285714285714288,0.21898495303870158,1.851640199545103
0,0,9,8,0.2582395208071829,5.031685642378432,1,8.627858716380542,7.9808317e-13,-4.024729568194125,0.24971152361084326,4.2744410918049685,2.0,1.25,0.0,0.125,0.29617957362320024,1.8027756377319946
0,1,1,9,2.8326402215161957,-7.3079038785999515,0,0.4271619981443701,0.60208476,0.14238733271479004,0.14238733271479004,0.0,3.333333333333334,5.0,0.3333333333333333,0.0,-0.410326119149236,2.886751345948129
0,1,2,10,2.8326402215161957,-7.3079038785999515,1,-4.647902703307791,0.26484948,1.6916882338173869,0.14238733271479004,-1.5493009011025969,3.333333333333334,3.333333333333334,0.0,0.3333333333333333,0.0,2.5819888974716116
0,1,3,11,2.8326402215161957,-7.3079038785999515,0,3.020868282673129,0.9987207,2.4113084713069717,0.8620075702043748,-1.5493009011025969,2.5000000000000004,3.333333333333334,0.25000000000000006,0.0,-0.24460302826636404,2.41522945769824
0,1,4,12,2.8326402215161957,-7.3079038785999515,0,0.8581447985128418,1.0,2.410535916968665,0.8612350158660682,-1.5493009011025969,2.0,3.333333333333334,0.20000000000000004,0.0,-0.41152829597745866,2.3094010767585034
0,1,5,13,2.8326402215161957,-7.3079038785999515,0,5.050707765749861,0.9892448,3.1087813752826303,1.5594804741800337,-1.5493009011025969,1.6666666666666667,3.333333333333334,0.16666666666666666,0.0,-0.5347474096147482,2.23606797749979
0,1,6,14,2.8326402215161957,-7.3079038785999515,0,2.6957803033660572,0.99999976,3.271109922309205,1.7218090212066084,-1.5493009011025969,1.4285714285714286,3.333333333333334,0.14285714285714288,0.0,-0.6305132490161602,2.182178902359924
0,1,7,15,2.8326402215161957,-7.3079038785999515,0,1.5238813187780176,1.0,3.2463689595056318,1.6970680584030347,-1.5493009011025969,1.25,3.333333333333334,0.125,0.0,-0.7077078696006589,2.1408720964441885
0,1,8,16,2.8326402215161957,-7.3079038785999515,0,6.092740493078796,0.99995196,3.734777007802938,2.1854761067003414,-1.5493009011025969,1.1111111111111112,3.333333333333334,0.1111111111111111,0.0,-0.771649304961094,2.1081851067789197
0,1,9,17,2.8326402215161957,-7.3079038785999515,0,3.75992381865577,0.9988574,3.892221778998481,2.3429208778958843,-1.5493009011025969,1.0,3.333333333333334,0.1,0.0,-0.8257418583505538,2.081665999466133
0,2,1,18,4.098361549987983,4.410748434202337,1,-0.4529778117874858,0.60208476,0.15099260392916192,0.0,-0.15099260392916192,5.0,3.333333333333334,0.0,0.3333333333333333,0.410326119149236,2.886751345948129
0,2,2,19,4.098361549987983,4.410748434202337,0,4.378823667919078,0.93265855,1.6106004932355211,1.4596078893063593,-0.15099260392916192,3.333333333333334,3.333333333333334,0.3333333333333333,0.0,0.0,2.5819888974716116
0,2,3,20,4.098361549987983,4.410748434202337,0,8.11815707459068,0.9108336,3.2752377895566016,3.12424518562744,-0.15099260392916192,2.5000000000000004,3.333333333333334,0.25000000000000006,0.0,-0.24460302826636404,2.41522945769824
0,2,4,21,4.098361549987983,4.410748434202337,0,5.735015136233649,0.99979657,3.797391779677844,3.646399175748682,-0.15099260392916192,2.0,3.333333333333334,0.20000000000000004,0.0,-0.41152829597745866,2.3094010767585034
0,2,5,22,4.098361549987983,4.410748434202337,0,4.521152347218463,0.5029543,3.9431839749228073,3.7921913709936454,-0.15099260392916192,1.6666666666666667,3.333333333333334,0.16666666666666666,0.0,-0.5347474096147482,2.23606797749979
