Participant,Block,Trial,Global_Trial,Mean_Reward_Arm0,Mean_Reward_Arm1,RNN_Action,RNN_Reward,RNN_Prob_Action0,Kalman_V_t,Kalman_post_mean_0,Kalman_post_mean_1,Kalman_post_variance_0,Kalman_post_variance_1,Kalman_kalman_gain_0,Kalman_kalman_gain_1,Kalman_RU,Kalman_TU
0,2,6,23,6.912894296994314,-0.59394837519836,0,4.119896185038108,0.9798568,0.9748582577103816,1.6329803558181655,0.6581220981077839,2.5000000000000004,1.6666666666666667,0.25000000000000006,0.0,0.29014438134838416,2.041241452319315
0,2,7,24,6.912894296994314,-0.59394837519836,0,7.680649237851293,1.0,2.1843920341170073,2.842514132224791,0.6581220981077839,2.0,1.6666666666666667,0.20000000000000004,0.0,0.12321911363728955,1.9148542155126762
0,2,8,25,6.912894296994314,-0.59394837519836,1,4.989757383177113,1.3633635e-09,1.5655869933928173,2.842514132224791,1.2769271388319738,2.0,1.4285714285714286,0.0,0.14285714285714288,0.21898495303870158,1.851640199545103
0,2,9,26,6.912894296994314,-0.59394837519836,1,-2.4339610068074755,0.00019408506,2.0294480115977485,2.842514132224791,0.8130661206270426,2.0,1.25,0.0,0.125,0.29617957362320024,1.8027756377319946
0,3,1,27,14.74460653784516,-8.80431816247241,1,-6.997548096899013,0.14740273,2.332516032299671,0.0,-2.332516032299671,5.0,3.333333333333334,0.0,0.3333333333333333,0.410326119149236,2.886751345948129
0,3,2,28,14.74460653784516,-8.80431816247241,0,15.440954706969846,0.85204995,7.479500934622953,5.146984902323282,-2.332516032299671,3.333333333333334,3.333333333333334,0.3333333333333333,0.0,0.0,2.5819888974716116
0,3,3,29,14.74460653784516,-8.80431816247241,0,18.61498076668983,0.9999089,10.846499900714589,8.513983868414918,-2.332516032299671,2.5000000000000004,3.333333333333334,0.25000000000000006,0.0,-0.24460302826636404,2.41522945769824
0,3,4,30,14.74460653784516,-8.80431816247241,1,-3.6537667725383893,0.6870904,11.176812585774268,8.513983868414918,-2.662828717359351,2.5000000000000004,2.5000000000000004,0.0,0.25000000000000006,0.0,2.23606797749979
0,3,5,31,14.74460653784516,-8.80431816247241,1,-9.969839828251734,4.6197343e-05,12.638214807952746,8.513983868414918,-4.124230939537828,2.5000000000000004,2.0,0.0,0.20000000000000004,0.16692526771109462,2.1213203435596424
0,3,6,32,14.74460653784516,-8.80431816247241,0,14.994387580630155,0.9777828,13.934295550395793,9.810064610857966,-4.124230939537828,2.0,2.0,0.20000000000000004,0.0,0.0,2.0
0,3,7,33,14.74460653784516,-8.80431816247241,0,14.496728875454007,0.9997038,14.7154062611618,10.591175321623972,-4.124230939537828,1.6666666666666667,2.0,0.16666666666666666,0.0,-0.12321911363728955,1.9148542155126762
0,3,8,34,14.74460653784516,-8.80431816247241,1,-10.765194404724665,0.044879984,15.822233505359605,10.591175321623972,-5.231058183735634,1.6666666666666667,1.6666666666666667,0.0,0.16666666666666666,0.0,1.8257418583505538
0,3,9,35,14.74460653784516,-8.80431816247241,0,17.042666327932693,0.856481,16.743875077689424,11.51281689395379,-5.231058183735634,1.4285714285714286,1.6666666666666667,0.14285714285714288,0.0,-0.09576583940141203,1.7593288763724921
0,4,1,36,-12.788297229054406,-5.574418006519747,1,-4.600839618031002,0.14740273,1.533613206010334,0.0,-1.533613206010334,5.0,3.333333333333334,0.0,0.3333333333333333,0.410326119149236,2.886751345948129
0,4,2,37,-12.788297229054406,-5.574418006519747,0,-15.872617732247983,0.99015266,-3.7572593714056604,-5.290872577415994,-1.533613206010334,3.333333333333334,3.333333333333334,0.3333333333333333,0.0,0.0,2.5819888974716116
0,4,3,38,-12.788297229054406,-5.574418006519747,1,-3.246763627242789,5.5330706e-06,-3.3289717660975464,-5.290872577415994,-1.961900811318448,3.333333333333334,2.5000000000000004,0.0,0.25000000000000006,0.24460302826636404,2.41522945769824
0,4,4,39,-12.788297229054406,-5.574418006519747,1,-6.4900978146504364,0.025731971,-2.4233323654311487,-5.290872577415994,-2.8675402119848457,3.333333333333334,2.0,0.0,0.20000000000000004,0.41152829597745866,2.3094010767585034
0,4,5,40,-12.788297229054406,-5.574418006519747,1,-2.7524250967648887,0.00011092858,-2.442518217967808,-5.290872577415994,-2.8483543594481864,3.333333333333334,1.6666666666666667,0.0,0.16666666666666666,0.5347474096147482,2.23606797749979
0,4,6,41,-12.788297229054406,-5.574418006519747,1,-8.09429068278799,4.6662426e-05,-1.6930987432049784,-5.290872577415994,-3.597773834211016,3.333333333333334,1.4285714285714286,0.0,0.14285714285714288,0.6305132490161602,2.182178902359924
0,4,7,42,-12.788297229054406,-5.574418006519747,1,-6.3236051877922765,0.0004575117,-1.352369824007321,-5.290872577415994,-3.9385027534086734,3.333333333333334,1.25,0.0,0.125,0.7077078696006589,2.1408720964441885
0,4,8,43,-12.788297229054406,-5.574418006519747,1,-5.296680982647494,7.7632456e-11,-1.2014611318696744,-5.290872577415994,-4.08941144554632,3.333333333333334,1.1111111111111112,0.0,0.1111111111111111,0.771649304961094,2.1081851067789197
0,4,9,44,-12.788297229054406,-5.574418006519747,1,-4.984269374856789,9.330142e-10,-1.1119753389386275,-5.290872577415994,-4.178897238477367,3.333333333333334,1.0,0.0,0.1,0.8257418583505538,2.081665999466133
0,5,1,45,3.4092224911766547,-6.9185475076838365,1,-7.162773082053976,0.14740273,2.3875910273513252,0.0,-2.3875910273513252,5.0,3.333333333333334,0.0,0.3333333333333333,0.410326119149236,2.886751345948129
0,5,2,46,3.4092224911766547,-6.9185475076838365,0,8.116273019598593,0.8347299,5.0930153672175225,2.7054243398661972,-2.3875910273513252,3.333333333333334,3.333333333333334,0.3333333333333333,0.0,0.0,2.5819888974716116
0,5,3,47,3.4092224911766547,-6.9185475076838365,0,1.9574332312855303,0.99999976,4.906017590072356,2.5184265627210305,-2.3875910273513252,2.5000000000000004,3.333333333333334,0.25000000000000006,0.0,-0.24460302826636404,2.41522945769824
0,5,4,48,3.4092224911766547,-6.9185475076838365,1,-11.362425108006866,0.009844171,7.149726110236241,2.5184265627210305,-4.63129954751521,2.5000000000000004,2.5000000000000004,0.0,0.25000000000000006,0.0,2.23606797749979
0,5,5,49,3.4092224911766547,-6.9185475076838365,0,3.538525397561896,0.9973042,7.353745877204414,2.7224463296892036,-4.63129954751521,2.0,2.5000000000000004,0.20000000000000004,0.0,-0.16692526771109462,2.1213203435596424
0,5,6,50,3.4092224911766547,-6.9185475076838365,1,-2.850680555230553,0.4711203,6.997622078747482,2.7224463296892036,-4.2751757490582785,2.0,2.0,0.0,0.20000000000000004,0.0,2.0
0,5,7,51,3.4092224911766547,-6.9185475076838365,1,-6.952342111534951,3.117616e-07,7.4438164724935945,2.7224463296892036,-4.721370142804391,2.0,1.6666666666666667,0.0,0.16666666666666666,0.12321911363728955,1.9148542155126762
0,5,8,52,3.4092224911766547,-6.9185475076838365,0,5.1310045018295325,0.12980038,7.8452428345169825,3.1238726917125916,-4.721370142804391,1.6666666666666667,1.6666666666666667,0.16666666666666666,0.0,0.0,1.8257418583505538
0,5,9,53,3.4092224911766547,-6.9185475076838365,0,4.433185211942678,0.9814532,8.032287480264138,3.3109173374597467,-4.721370142804391,1.4285714285714286,1.6666666666666667,0.14285714285714288,0.0,-0.09576583940141203,1.7593288763724921
0,6,1,54,-6.619828572475046,4.495921637607492,1,3.4022839541229217,0.14740273,-1.134094651374307,0.0,1.134094651374307,5.0,3.333333333333334,0.0,0.3333333333333333,0.410326119149236,2.886751345948129
0,6,2,55,-6.619828572475046,4.495921637607492,1,5.662193442529567,0.00059988425,-2.266119349163122,0.0,2.266119349163122,5.0,2.5000000000000004,0.0,0.25000000000000006,0.6549291474156,2.7386127875258306
0,6,3,56,-6.619828572475046,4.495921637607492,1,4.32554721055112,2.8213995e-05,-2.678004921440722,0.0,2.678004921440722,5.0,2.0,0.0,0.20000000000000004,0.8218544151266947,2.6457513110645907
0,6,4,57,-6.619828572475046,4.495921637607492,1,1.5871613440271817,5.0314037e-09,-2.496197658538465,0.0,2.496197658538465,5.0,1.6666666666666667,0.0,0.16666666666666666,0.9450735287639842,2.581988897471611
0,6,5,58,-6.619828572475046,4.495921637607492,1,5.114450861037414,1.4146891e-06,-2.8702338303240293,0.0,2.8702338303240293,5.0,1.4285714285714286,0.0,0.14285714285714288,1.0408393681653962,2.53546276418555
0,6,6,59,-6.619828572475046,4.495921637607492,1,6.775709368144582,0.36952877,-3.3584182725515985,0.0,3.3584182725515985,5.0,1.25,0.0,0.125,1.118033988749895,2.5
0,6,7,60,-6.619828572475046,4.495921637607492,1,1.7550495178334244,1.38892736e-14,-3.1802661886940236,0.0,3.1802661886940236,5.0,1.1111111111111112,0.0,0.1111111111111111,1.18197542411033,2.4720661623652207
0,6,8,61,-6.619828572475046,4.495921637607492,1,3.345927677064464,4.382291e-11,-3.1968323375310677,0.0,3.1968323375310677,5.0,1.0,0.0,0.1,1.2360679774997898,2.449489742783178
0,6,9,62,-6.619828572475046,4.495921637607492,1,1.300679470156936,2.5141954e-12,-3.0244548041334194,0.0,3.0244548041334194,5.0,0.9090909090909091,0.0,0.09090909090909091,1.2826053882541975,2.4308621740219887
0,7,1,63,9.970263894678627,-8.016269298001534,1,-12.194198161373764,0.14740273,4.064732720457921,0.0,-4.064732720457921,5.0,3.333333333333334,0.0,0.3333333333333333,0.410326119149236,2.886751345948129
0,7,2,64,9.970263894678627,-8.016269298001534,0,14.81256001701741,0.9999069,9.00225272613039,4.93752000567247,-4.064732720457921,3.333333333333334,3.333333333333334,0.3333333333333333,0.0,0.0,2.5819888974716116
0,7,3,65,9.970263894678627,-8.016269298001534,0,6.029758754874567,0.8952806,9.275312413430914,5.210579692972994,-4.064732720457921,2.5000000000000004,3.333333333333334,0.25000000000000006,0.0,-0.24460302826636404,2.41522945769824
0,7,4,66,9.970263894678627,-8.016269298001534,1,-5.186476359194339,0.0037529313,9.555748323115019,5.210579692972994,-4.345168630142026,2.5000000000000004,2.5000000000000004,0.0,0.25000000000000006,0.0,2.23606797749979
0,7,5,67,9.970263894678627,-8.016269298001534,1,-7.637098457294827,0.0011558782,10.21413428854558,5.210579692972994,-5.003554595572586,2.5000000000000004,2.0,0.0,0.20000000000000004,0.16692526771109462,2.1213203435596424
0,7,6,68,9.970263894678627,-8.016269298001534,0,8.35824117224188,0.9981451,10.843666584399358,5.840111988826771,-5.003554595572586,2.0,2.0,0.20000000000000004,0.0,0.0,2.0
0,7,7,69,9.970263894678627,-8.016269298001534,1,-6.586937928185133,0.06001254,11.10756380650145,5.840111988826771,-5.267451817674678,2.0,1.6666666666666667,0.0,0.16666666666666666,0.12321911363728955,1.9148542155126762
0,7,8,70,9.970263894678627,-8.016269298001534,1,-10.704481090299362,0.060600415,11.88428227401926,5.840111988826771,-6.0441702851924894,2.0,1.4285714285714286,0.0,0.14285714285714288,0.21898495303870158,1.851640199545103
0,7,9,71,9.970263894678627,-8.016269298001534,0,14.693383624373114,0.615481,13.359827546610317,7.315657261417828,-6.0441702851924894,1.6666666666666667,1.4285714285714286,0.16666666666666666,0.0,0.09576583940141203,1.7593288763724921
0,8,1,72,-15.295884898643774,2.9906641270391345,1,4.826409498133938,0.14740273,-1.6088031660446458,0.0,1.6088031660446458,5.0,3.333333333333334,0.0,0.3333333333333333,0.410326119149236,2.886751345948129
